crop,region,rainfall_mm,avg_temp_c,N_kg_ha,P_kg_ha,K_kg_ha,soil_ph,area_acres,yield_quintal_per_acre
Wheat,West Bengal,711.4,12.9,86.0,48.8,53.6,6.89,4.77,15.64
Wheat,West Bengal,209.7,22.2,87.0,87.7,52.5,6.7,4.58,15.7
Maize,Maharashtra,792.8,27.7,46.8,33.4,23.2,5.21,8.51,16.05
Rice,Bihar,452.1,34.5,144.3,67.8,30.9,6.72,7.3,20.38
Wheat,West Bengal,548.9,27.3,67.3,64.7,36.0,5.65,8.4,15.04
Rice,Uttar Pradesh,2092.3,37.8,84.2,68.8,50.0,5.63,6.59,18.42
Rice,Maharashtra,1943.7,36.2,47.2,82.8,56.2,6.03,0.71,14.14
Maize,Punjab,266.8,23.1,87.0,68.8,37.0,5.25,4.22,16.87
Maize,Bihar,768.7,15.2,57.1,88.1,38.9,7.57,4.44,14.59
Wheat,Madhya Pradesh,478.6,13.8,84.4,38.8,48.7,5.66,6.63,16.98
Rice,Punjab,867.6,19.2,47.8,61.3,15.1,6.78,1.98,14.42
Wheat,Maharashtra,664.4,18.1,99.4,59.5,49.5,8.08,3.06,20.03
Rice,West Bengal,407.4,30.8,173.1,38.3,39.1,5.11,1.05,16.11
Wheat,Madhya Pradesh,686.5,25.0,93.6,62.5,47.2,7.24,5.96,17.25
Maize,Punjab,542.4,32.1,118.6,95.1,35.0,6.47,9.57,18.17
Maize,Madhya Pradesh,877.9,25.2,154.4,32.3,36.4,4.72,1.65,15.35
Maize,Punjab,806.1,29.5,124.1,93.5,55.9,6.54,3.81,18.7
Maize,Madhya Pradesh,1065.3,31.5,106.8,54.8,21.0,5.25,2.71,11.33
Rice,Punjab,1525.3,32.1,151.3,67.2,34.7,6.69,2.09,21.9
Maize,Madhya Pradesh,699.9,31.5,107.1,24.5,16.9,6.59,6.94,16.75
Wheat,Punjab,272.6,29.3,85.8,23.7,18.2,6.54,0.88,12.26
Wheat,Bihar,342.6,17.4,156.7,24.5,46.3,6.79,2.1,14.62
Rice,Maharashtra,1175.2,20.8,42.9,90.6,58.7,6.93,3.2,16.35
Rice,Punjab,1110.2,24.3,111.4,30.8,31.9,6.08,4.43,23.78
Wheat,West Bengal,605.7,18.8,180.0,71.2,14.5,7.74,7.18,17.14
Rice,Madhya Pradesh,896.2,19.2,144.7,27.2,18.4,5.45,0.62,17.75
Wheat,Maharashtra,254.9,19.8,124.2,52.2,47.0,7.48,9.52,16.51
Rice,Bihar,456.8,18.6,77.1,25.9,41.6,4.98,6.66,12.76
Maize,West Bengal,892.4,17.4,89.8,24.0,15.4,6.51,8.82,14.27
Maize,West Bengal,916.8,19.9,80.4,28.9,30.3,6.48,1.98,14.94
Maize,West Bengal,372.2,21.8,76.2,88.7,50.8,7.2,2.13,15.33
Wheat,Madhya Pradesh,819.8,30.1,45.8,34.6,19.9,7.53,0.93,10.07
Maize,West Bengal,373.6,22.9,170.6,44.2,46.4,5.29,6.29,16.23
Wheat,Madhya Pradesh,524.3,12.8,151.4,50.2,45.2,5.11,6.45,19.15
Maize,Madhya Pradesh,1014.5,16.7,163.3,73.4,15.6,5.0,0.93,11.48
Wheat,West Bengal,823.6,25.2,81.5,35.9,40.1,6.27,3.63,14.2
Rice,West Bengal,1753.2,38.6,131.5,39.8,63.2,5.18,5.25,14.93
Rice,Bihar,633.6,42.7,153.7,62.2,53.9,6.64,9.49,14.6
Rice,West Bengal,1655.1,40.0,167.5,47.7,30.3,7.15,7.81,14.73
Maize,Uttar Pradesh,708.8,17.3,140.0,70.4,42.8,6.91,6.71,22.54
Rice,West Bengal,1244.5,36.7,68.8,35.0,63.9,5.75,2.23,17.32
Maize,Uttar Pradesh,1016.3,15.0,173.4,52.7,32.6,6.87,4.19,14.43
Maize,Punjab,411.8,32.3,130.7,76.1,29.2,6.86,6.97,17.59
Maize,Madhya Pradesh,600.5,30.5,82.7,95.2,64.6,5.6,1.67,15.88
Wheat,Maharashtra,321.8,16.7,174.2,56.0,32.6,6.37,4.79,14.92
Rice,West Bengal,2026.4,40.9,85.6,21.4,44.8,5.76,7.62,14.84
Rice,West Bengal,1413.1,21.6,176.1,37.9,51.1,5.25,6.35,18.38
Rice,Bihar,1427.0,43.4,135.4,70.5,64.2,6.35,0.88,22.82
Rice,Uttar Pradesh,1392.9,28.5,42.2,25.0,24.0,6.58,8.97,19.08
Rice,Bihar,1480.4,27.5,171.2,74.3,36.8,6.53,9.77,20.38
Rice,West Bengal,1973.2,31.2,134.9,46.5,17.0,7.05,9.95,16.19
Maize,West Bengal,960.7,22.8,51.0,87.9,27.1,7.33,7.65,14.56
Maize,West Bengal,750.1,15.9,77.3,29.5,30.8,5.3,8.08,15.54
Wheat,Uttar Pradesh,805.7,10.8,167.6,76.2,17.9,7.38,7.82,12.02
Rice,Madhya Pradesh,2013.0,25.7,162.6,76.3,53.6,6.89,4.15,14.77
Rice,Punjab,1848.2,23.8,116.5,33.1,39.3,5.05,2.03,17.36
Maize,Madhya Pradesh,419.7,15.2,100.9,40.3,56.6,6.29,3.24,15.29
Wheat,Uttar Pradesh,168.7,20.6,61.8,62.5,54.7,5.2,2.06,13.09
Maize,Punjab,913.8,16.2,130.2,97.7,58.8,6.53,2.13,13.81
Wheat,Madhya Pradesh,786.1,10.7,98.1,78.8,14.0,6.78,2.97,13.15
Wheat,Maharashtra,613.6,28.7,160.3,74.3,34.8,5.55,6.86,15.0
Wheat,Maharashtra,721.8,16.6,143.3,65.5,18.2,7.34,8.86,17.12
Wheat,West Bengal,820.3,13.4,148.1,20.9,34.7,5.88,7.19,14.25
Maize,Uttar Pradesh,1006.4,26.8,104.6,92.3,53.7,6.1,6.01,15.71
Wheat,Madhya Pradesh,533.4,27.4,77.7,36.4,51.0,6.5,8.26,16.09
Wheat,Maharashtra,365.4,20.9,136.1,32.0,55.6,6.08,1.39,17.4
Wheat,Maharashtra,743.4,15.1,128.5,40.9,15.5,5.67,1.47,14.1
Maize,Uttar Pradesh,997.8,33.0,181.5,63.1,15.7,5.37,2.37,13.01
Maize,Maharashtra,454.7,25.2,125.7,53.2,27.8,5.19,2.78,18.22
Rice,Bihar,2095.9,35.9,124.5,47.9,60.7,5.9,1.78,20.61
Rice,Madhya Pradesh,420.3,43.4,125.0,63.1,62.9,6.73,8.24,18.66
Rice,West Bengal,1494.7,36.1,168.6,60.0,17.5,5.35,7.23,20.55
Wheat,Uttar Pradesh,748.6,25.3,166.2,86.8,23.6,6.33,7.02,12.21
Wheat,Maharashtra,858.4,23.0,146.6,46.0,58.5,6.93,6.2,15.08
Maize,West Bengal,767.5,19.1,86.9,92.6,49.6,5.54,1.76,18.1
Maize,Bihar,471.2,16.2,92.0,93.8,32.1,5.86,3.04,15.84
Wheat,Uttar Pradesh,340.0,28.8,177.1,73.5,18.5,6.48,9.91,14.2
Rice,West Bengal,561.8,36.6,178.7,42.6,37.5,5.73,0.99,16.64
Rice,Maharashtra,1971.0,38.2,127.0,77.7,34.6,6.8,8.09,15.25
Rice,Punjab,1103.6,25.0,168.4,66.5,45.3,6.87,1.06,20.31
Rice,Bihar,2023.1,22.4,127.9,78.9,40.0,5.57,9.86,18.85
Rice,Madhya Pradesh,2060.1,17.6,142.0,37.3,63.3,5.62,0.76,15.92
Wheat,Bihar,881.1,26.7,128.6,63.4,63.9,5.33,1.92,13.48
Wheat,Bihar,739.0,30.7,42.6,87.6,34.0,7.74,5.67,13.26
Rice,West Bengal,511.0,19.5,123.8,77.5,34.6,5.78,6.1,16.54
Maize,Madhya Pradesh,533.5,15.1,169.9,87.6,20.9,5.04,3.43,14.02
Wheat,Punjab,616.0,21.0,150.5,36.9,55.4,7.15,8.09,19.15
Wheat,Bihar,428.7,23.4,45.1,23.2,54.7,5.49,0.63,14.57
Maize,Madhya Pradesh,771.2,26.3,85.6,96.0,42.2,5.42,1.34,18.31
Wheat,Uttar Pradesh,811.2,19.4,65.1,33.9,54.1,8.05,4.09,10.96
Wheat,West Bengal,166.1,23.6,85.8,74.9,23.6,7.36,6.44,14.56
Rice,Punjab,1085.5,38.7,81.7,68.6,51.0,6.77,3.54,21.25
Rice,Uttar Pradesh,1129.9,20.8,94.4,80.8,21.2,6.12,4.36,19.53
Maize,West Bengal,993.3,25.6,158.1,74.7,53.2,6.89,2.97,15.4
Maize,West Bengal,687.0,31.5,77.2,68.8,41.5,7.0,7.84,18.12
Wheat,Uttar Pradesh,824.7,30.8,162.5,20.4,52.3,6.91,1.39,11.56
Maize,Uttar Pradesh,1099.6,31.1,111.3,90.9,21.6,6.28,4.78,14.41
Maize,West Bengal,913.3,26.1,160.1,46.2,45.1,4.89,0.59,16.57
Maize,Maharashtra,708.0,15.3,99.1,87.9,15.4,6.56,2.0,17.2
Rice,Madhya Pradesh,1894.3,25.4,87.3,67.6,21.6,6.98,3.96,16.51
Rice,Maharashtra,945.2,34.6,135.5,50.9,25.7,6.46,2.1,21.46
Rice,Punjab,1310.2,39.8,132.7,77.1,41.2,6.24,3.24,20.27
Maize,Maharashtra,914.0,15.7,88.5,62.5,45.9,7.2,2.82,15.99
Rice,Bihar,1778.5,31.2,128.9,45.4,17.5,6.79,2.32,17.97
Rice,Punjab,415.7,22.4,44.4,27.9,45.6,5.27,5.91,12.9
Maize,Madhya Pradesh,971.6,18.3,172.7,81.1,53.9,6.06,2.41,13.8
Wheat,Bihar,385.6,19.3,107.2,40.7,54.3,5.8,7.12,15.72
Maize,Bihar,755.4,26.4,73.3,37.0,40.9,5.99,3.38,21.04
Maize,Uttar Pradesh,656.5,15.2,63.2,67.3,14.1,6.81,9.1,16.22
Wheat,Maharashtra,391.4,31.1,46.7,61.3,37.5,5.34,2.53,12.62
Rice,Maharashtra,414.8,22.0,106.9,80.4,63.2,6.15,2.52,17.06
Wheat,Uttar Pradesh,424.8,13.3,58.0,48.9,29.6,5.39,6.24,14.27
Rice,West Bengal,1134.3,37.7,144.2,22.3,43.1,5.06,9.44,20.06
Rice,West Bengal,1641.4,42.4,148.8,82.3,40.5,6.73,2.24,16.61
Wheat,Maharashtra,677.2,28.4,87.8,52.6,46.4,6.09,2.2,16.86
Rice,Bihar,1760.3,26.4,61.3,33.3,41.1,6.77,1.17,15.84
Maize,West Bengal,851.6,28.5,127.5,102.2,29.3,7.04,4.44,19.8
Wheat,Madhya Pradesh,614.8,18.1,127.4,50.8,58.8,7.36,1.55,20.57
Wheat,West Bengal,500.0,26.8,86.2,75.7,47.4,7.29,3.21,18.07
Wheat,Uttar Pradesh,494.4,23.1,157.7,56.5,38.2,5.94,5.4,18.06
Wheat,Uttar Pradesh,343.9,28.3,166.6,63.1,64.1,5.88,1.16,15.47
Maize,West Bengal,741.3,28.0,75.7,74.1,37.6,6.13,5.74,18.3
Wheat,Punjab,884.3,14.7,42.5,78.3,34.6,6.81,2.61,13.02
Wheat,West Bengal,298.4,21.7,94.7,86.1,61.6,5.73,6.39,14.9
Wheat,Bihar,754.1,19.5,110.7,90.1,26.0,5.16,1.56,12.92
Maize,Uttar Pradesh,964.1,29.1,87.9,99.6,62.4,7.27,0.78,11.93
Maize,Bihar,520.3,27.6,122.5,81.3,54.0,6.69,2.79,20.76
Wheat,Madhya Pradesh,541.9,12.9,144.7,69.7,54.5,6.12,4.64,16.08
Wheat,Madhya Pradesh,348.8,16.5,160.8,48.3,55.9,5.26,2.57,14.15
Maize,Madhya Pradesh,406.4,22.0,173.6,91.9,36.0,7.64,4.89,16.1
Wheat,Uttar Pradesh,277.5,22.1,54.2,44.1,33.0,7.88,4.45,13.47
Rice,Punjab,400.8,41.7,54.1,68.5,46.1,6.68,6.69,15.21
Wheat,West Bengal,316.3,16.7,157.3,69.7,14.4,5.68,7.63,14.46
Maize,Uttar Pradesh,247.6,23.8,164.0,87.2,39.2,5.19,8.56,14.88
Rice,West Bengal,966.7,27.9,143.0,46.7,43.5,6.43,2.36,22.72
Maize,West Bengal,929.4,30.1,45.1,34.6,41.9,4.95,3.18,12.31
Rice,Bihar,2059.6,22.8,59.4,64.4,30.3,5.01,6.21,14.52
Maize,West Bengal,735.3,31.0,149.8,39.9,45.5,6.17,2.97,17.72
Rice,Madhya Pradesh,550.3,35.2,88.2,25.1,38.2,6.54,3.21,16.58
Rice,Uttar Pradesh,527.7,28.5,135.0,79.5,42.9,6.26,2.18,18.58
Maize,Uttar Pradesh,284.4,26.5,43.8,63.7,21.8,6.71,9.32,16.16
Rice,Maharashtra,1487.1,23.0,118.5,79.3,33.9,5.61,0.84,23.61
Maize,Uttar Pradesh,928.3,15.0,181.6,65.4,38.3,6.64,5.01,16.01
Maize,Maharashtra,756.9,17.7,80.6,54.2,56.0,6.74,6.63,15.12
Wheat,Maharashtra,597.3,31.0,74.8,60.7,45.2,6.83,8.76,14.66
Rice,Maharashtra,767.6,25.9,134.3,68.1,51.8,4.99,8.28,20.27
Wheat,Madhya Pradesh,220.0,17.0,126.4,62.7,27.9,8.1,3.42,13.78
Rice,Uttar Pradesh,922.9,19.2,77.6,49.0,64.6,5.65,1.35,16.76
Maize,Punjab,307.5,23.8,152.2,50.9,17.5,7.6,9.42,13.79
Rice,Punjab,1600.4,41.2,72.6,75.8,43.2,5.44,0.84,18.18
Wheat,Maharashtra,418.9,15.8,134.2,36.4,47.5,6.72,1.95,18.75
Maize,Madhya Pradesh,299.6,21.5,164.5,76.2,30.3,7.61,5.26,14.33
Maize,Bihar,678.7,17.3,74.9,26.0,44.3,5.56,7.27,15.97
Rice,Madhya Pradesh,693.0,20.4,52.4,47.8,16.3,5.5,9.63,12.62
Rice,Madhya Pradesh,1359.0,35.3,49.4,20.1,24.8,6.89,6.64,18.34
Maize,Bihar,650.6,31.8,52.0,93.6,48.1,5.19,3.25,15.74
Rice,Bihar,1367.4,25.1,139.9,78.2,37.7,7.12,8.85,22.19
Maize,Maharashtra,1025.7,20.1,109.8,66.8,63.0,5.59,5.45,17.18
Rice,West Bengal,1025.1,33.3,52.0,47.2,27.3,7.03,4.41,18.9
Maize,Maharashtra,414.0,20.2,43.3,101.6,56.6,5.9,8.98,15.21
Maize,Punjab,1100.3,32.8,165.0,94.7,40.1,6.18,8.29,11.98
Rice,Punjab,845.2,34.0,95.1,44.5,41.2,6.59,4.1,21.92
Rice,Maharashtra,1715.3,40.2,145.0,76.9,16.5,5.26,6.41,14.96
Maize,Bihar,1099.5,24.1,76.5,87.3,25.3,6.21,8.54,15.1
Rice,Madhya Pradesh,961.5,35.7,131.9,29.6,36.5,6.88,0.84,21.82
Maize,Madhya Pradesh,725.0,32.7,111.7,101.2,60.2,7.07,6.28,17.08
Wheat,Maharashtra,273.9,13.8,149.2,33.3,38.7,8.16,7.71,13.27
Maize,West Bengal,252.8,31.2,64.0,98.3,28.1,5.92,0.93,11.04
Rice,Bihar,677.4,30.8,100.3,20.7,60.7,5.8,9.57,20.96
Wheat,Uttar Pradesh,776.7,16.8,69.7,89.5,30.3,7.21,6.94,13.01
Maize,Bihar,1097.2,25.6,153.5,102.8,57.1,5.91,8.82,13.95
Wheat,Madhya Pradesh,777.7,19.5,101.9,89.9,59.6,5.86,9.15,14.26
Rice,Madhya Pradesh,984.2,29.4,111.8,89.9,25.4,5.88,1.92,18.82
Wheat,West Bengal,850.0,26.3,132.0,43.2,15.4,5.97,7.02,16.62
Wheat,West Bengal,501.8,22.0,160.4,88.5,30.7,7.43,3.21,15.43
Wheat,Uttar Pradesh,635.8,24.5,102.5,76.7,40.0,6.0,9.56,19.75
Rice,West Bengal,674.6,33.2,171.9,79.1,47.0,6.45,1.77,16.19
Maize,Uttar Pradesh,920.8,29.1,168.9,61.6,41.2,7.32,3.18,14.62
Maize,Maharashtra,1072.4,32.9,49.5,70.2,56.7,5.62,6.11,12.85
Wheat,Uttar Pradesh,863.2,23.6,83.1,77.2,52.7,8.04,5.02,14.02
Wheat,Maharashtra,217.2,26.1,80.1,89.5,23.3,6.22,4.06,13.07
Rice,Uttar Pradesh,1054.7,34.3,77.8,29.9,38.4,5.71,2.71,21.5
Maize,Madhya Pradesh,912.7,17.5,112.8,25.9,18.6,4.92,1.04,12.43
Maize,Punjab,936.2,18.8,50.8,68.1,48.5,7.15,3.09,15.96
Wheat,Maharashtra,902.9,13.5,94.4,36.9,28.8,6.12,7.32,14.45
Maize,Uttar Pradesh,495.7,22.8,50.0,43.0,47.0,6.1,2.85,19.5
Rice,Uttar Pradesh,1325.1,19.2,173.3,81.6,24.9,6.41,5.9,17.87
Wheat,Madhya Pradesh,346.1,28.1,110.4,90.6,54.5,7.84,7.85,16.85
Rice,Punjab,648.4,18.0,91.6,65.4,40.6,6.34,6.91,16.83
Maize,Maharashtra,374.9,32.1,104.8,77.1,58.0,6.36,1.08,16.06
Wheat,Madhya Pradesh,382.3,19.6,160.1,58.9,16.8,7.35,2.23,15.56
Maize,West Bengal,767.6,29.3,113.3,36.5,16.5,5.01,5.2,16.68
Maize,Uttar Pradesh,402.7,16.4,123.8,72.9,45.7,4.79,0.76,17.23
Wheat,Bihar,501.1,11.1,162.7,44.0,24.2,6.39,7.25,15.79
Rice,West Bengal,1050.2,37.4,146.9,26.1,45.1,5.03,5.19,17.75
Maize,Uttar Pradesh,887.2,21.4,123.1,91.0,15.2,5.4,5.83,18.63
Rice,West Bengal,1247.2,32.2,66.4,30.4,48.5,5.65,3.25,19.37
Rice,West Bengal,872.7,42.7,140.4,90.1,63.5,6.95,7.68,16.67
Wheat,Madhya Pradesh,860.7,21.0,159.0,40.1,46.3,6.85,9.28,15.38
Wheat,Punjab,873.2,27.8,96.3,24.0,40.4,6.29,1.67,15.8
Rice,Madhya Pradesh,1440.6,41.1,40.1,36.3,24.7,4.98,2.08,15.32
Rice,West Bengal,1797.2,30.1,48.8,38.3,55.0,6.54,8.82,14.78
Rice,Bihar,753.1,24.1,44.3,28.4,60.8,5.47,6.28,14.86
Rice,West Bengal,984.9,31.1,81.5,76.7,39.4,6.97,6.42,19.29
Wheat,Maharashtra,817.6,15.6,109.9,54.6,27.7,6.24,2.26,15.68
Maize,Madhya Pradesh,788.5,16.4,101.6,93.3,53.2,6.8,4.97,17.64
Maize,West Bengal,853.1,24.1,51.1,103.9,14.8,6.17,3.99,16.22
Rice,Punjab,1981.7,18.8,105.4,70.5,21.7,4.79,1.81,15.92
Maize,Uttar Pradesh,419.1,31.5,141.7,83.7,26.1,4.95,1.19,15.15
Maize,Uttar Pradesh,544.1,21.6,124.9,59.0,63.2,5.52,4.48,21.86
Wheat,Bihar,869.6,15.7,98.1,75.3,32.6,7.89,2.81,15.32
Rice,Uttar Pradesh,1308.3,21.6,103.9,34.4,58.8,6.38,3.74,19.76
Maize,Madhya Pradesh,837.3,30.9,65.2,89.0,54.2,7.14,6.03,14.72
Wheat,Uttar Pradesh,849.3,29.0,165.9,54.0,22.7,7.48,4.19,12.31
Rice,Uttar Pradesh,912.6,34.0,91.4,26.2,20.0,7.06,9.13,16.62
Maize,Punjab,1021.9,32.9,103.6,31.1,25.8,6.66,4.35,13.97
Rice,West Bengal,802.4,31.4,49.6,86.1,20.3,5.17,7.77,14.45
Rice,Bihar,451.9,26.3,106.3,45.6,20.0,5.19,0.73,17.97
Rice,Maharashtra,634.2,31.1,170.8,20.6,16.9,5.71,6.92,13.44
Wheat,Maharashtra,311.6,25.5,54.6,56.0,22.7,5.25,1.86,12.38
Maize,Madhya Pradesh,910.1,31.7,145.6,70.1,22.8,6.88,6.13,15.03
Maize,Uttar Pradesh,936.2,33.1,61.0,46.7,40.7,5.98,4.55,12.81
Maize,Punjab,250.1,28.8,142.7,25.0,59.5,5.07,9.63,14.75
Maize,Maharashtra,559.5,31.1,109.5,80.7,22.5,5.88,8.47,19.25
Wheat,Punjab,287.0,11.0,82.6,88.9,33.3,5.86,4.33,11.55
Maize,Punjab,812.9,25.0,96.1,56.9,61.7,6.71,9.33,20.03
Maize,West Bengal,685.9,20.0,91.0,90.1,16.9,7.0,8.36,18.81
Maize,Bihar,583.7,19.7,58.1,44.8,57.9,6.84,9.19,18.11
Wheat,Uttar Pradesh,477.4,25.2,54.3,23.4,46.7,6.78,4.37,14.84
Rice,Punjab,1421.6,31.5,113.0,80.6,45.2,6.01,0.96,21.93
Wheat,Madhya Pradesh,699.4,12.5,127.2,76.8,28.0,7.09,8.48,16.34
Rice,Maharashtra,634.7,28.5,47.8,87.3,60.0,4.8,8.46,13.17
Rice,Maharashtra,659.8,23.2,163.9,62.8,23.0,6.05,2.93,15.41
Wheat,Bihar,371.0,22.4,169.0,55.9,48.5,7.32,1.95,18.31
Wheat,Uttar Pradesh,405.9,17.3,83.0,62.1,52.3,8.05,1.39,19.37
Rice,Uttar Pradesh,1785.6,25.9,147.6,86.7,47.7,5.74,7.6,17.41
Maize,West Bengal,641.8,15.9,43.6,100.3,38.2,7.05,2.59,15.22
Rice,West Bengal,662.2,36.4,122.6,34.3,52.8,5.96,6.71,16.29
Wheat,Bihar,794.2,23.4,128.6,28.8,49.6,5.98,5.43,14.55
Rice,Bihar,946.4,27.5,137.2,37.6,37.5,6.27,3.56,23.36
Maize,Maharashtra,325.7,30.6,80.1,88.2,63.6,5.68,9.72,11.93
Maize,Punjab,499.3,29.2,120.5,30.5,37.0,4.91,4.05,17.8
Maize,Maharashtra,1090.5,15.6,124.8,47.9,57.4,6.17,1.24,13.33
Maize,Bihar,889.2,15.2,126.6,26.7,19.9,5.86,9.67,14.83
Maize,Madhya Pradesh,744.1,23.8,171.9,77.6,48.8,6.15,3.38,19.55
Wheat,Maharashtra,610.3,30.8,105.9,22.8,55.8,5.8,2.17,16.5
Maize,Punjab,1040.7,18.8,105.4,36.4,38.4,6.62,0.68,15.75
Wheat,Uttar Pradesh,740.1,10.5,111.1,33.1,47.0,7.24,5.26,14.87
Wheat,Uttar Pradesh,200.1,25.5,52.5,80.2,24.3,7.42,6.12,12.43
Rice,West Bengal,1742.8,19.2,76.1,36.3,64.3,6.42,6.37,13.85
Maize,West Bengal,966.7,28.2,112.7,30.2,22.6,5.4,9.01,14.29
Wheat,Punjab,877.5,22.5,112.1,50.2,49.8,8.0,6.2,16.05
Wheat,Madhya Pradesh,518.0,26.3,98.9,80.5,30.7,7.28,8.98,17.14
Rice,Maharashtra,2094.7,26.6,80.5,52.2,57.7,6.48,4.98,16.36
Wheat,Bihar,174.6,17.2,168.7,33.1,28.5,7.7,1.65,12.88
Maize,Maharashtra,337.6,32.3,56.0,101.6,36.6,7.54,9.19,11.84
Maize,West Bengal,354.5,19.2,125.5,51.0,51.3,6.26,3.03,16.39
Wheat,Maharashtra,775.8,26.7,129.2,50.9,21.8,6.69,2.01,16.88
Maize,Punjab,1105.1,21.5,139.1,93.2,15.4,7.42,5.24,14.24
Wheat,Punjab,831.5,26.9,68.1,46.4,53.8,6.76,2.16,12.77
Maize,Madhya Pradesh,717.7,29.5,179.9,32.4,36.5,6.45,8.87,15.73
Rice,Bihar,1285.0,32.6,165.8,64.3,63.7,6.83,2.54,21.47
Wheat,Uttar Pradesh,844.6,11.2,115.3,24.6,61.1,6.49,4.48,13.14
Wheat,Madhya Pradesh,811.7,16.8,109.7,57.6,29.7,7.43,7.07,16.6
Rice,Madhya Pradesh,1842.3,27.0,59.9,51.1,38.8,6.25,5.48,19.79
Rice,Madhya Pradesh,561.2,38.2,92.3,37.4,43.1,4.71,4.92,14.57
Maize,Madhya Pradesh,272.6,26.8,115.9,24.5,24.5,4.86,5.92,14.53
Maize,Madhya Pradesh,894.1,15.1,79.0,67.0,36.3,6.55,4.12,17.18
Rice,Bihar,1805.8,32.0,149.9,79.5,62.0,4.83,8.09,15.49
Wheat,Punjab,522.0,30.3,51.9,63.7,50.7,7.06,5.53,15.13
Rice,Punjab,1684.4,24.3,157.4,85.9,44.5,6.33,1.0,19.08
Maize,Bihar,510.7,21.3,97.9,86.2,34.4,4.94,3.15,20.31
Maize,Uttar Pradesh,897.5,29.7,151.5,102.0,56.1,7.6,6.45,15.27
Maize,West Bengal,294.2,32.8,132.3,98.3,20.8,7.0,2.73,12.84
Rice,Madhya Pradesh,2072.5,31.5,153.7,62.3,53.9,6.3,7.07,16.85
Wheat,Maharashtra,573.6,30.0,74.0,67.3,21.8,7.35,0.61,15.0
Rice,Uttar Pradesh,1221.5,20.3,137.7,88.4,60.3,6.09,4.07,21.29
Wheat,Maharashtra,595.3,15.0,40.4,36.7,23.9,6.27,8.94,14.79
Rice,Madhya Pradesh,1593.3,40.8,121.9,28.3,14.1,5.9,9.52,16.54
Rice,Punjab,1573.7,28.9,99.0,37.7,41.4,5.76,5.0,22.65
Rice,Madhya Pradesh,1262.5,29.0,78.7,66.8,43.1,5.21,7.24,20.71
Rice,Bihar,849.8,19.8,160.2,20.6,51.2,7.12,5.08,12.37
Rice,Bihar,845.9,31.7,130.7,88.3,39.2,6.95,3.87,20.17
Maize,Uttar Pradesh,794.8,31.7,59.7,67.7,18.5,5.35,3.44,16.22
Rice,Uttar Pradesh,1321.1,34.8,179.0,72.9,20.0,5.85,6.09,19.37
Rice,West Bengal,1137.3,28.3,84.3,43.1,49.1,4.78,6.98,17.79
Maize,Madhya Pradesh,775.3,22.1,136.4,86.9,64.3,6.42,3.98,20.68
Wheat,Punjab,525.5,27.9,121.1,42.6,61.0,5.59,3.61,14.82
Rice,Maharashtra,702.7,36.6,172.9,62.7,24.0,6.36,3.76,16.35
Wheat,West Bengal,204.5,17.0,148.0,69.3,64.3,6.23,3.12,15.3
Rice,Punjab,459.8,18.7,67.2,63.2,14.9,5.38,1.05,14.82
Maize,Uttar Pradesh,1027.1,22.5,135.2,95.0,58.4,4.7,2.0,15.09
Maize,Punjab,294.2,33.2,136.1,54.1,56.5,4.99,1.71,13.38
Rice,Maharashtra,980.4,18.8,88.6,76.4,45.8,6.53,8.04,19.99
Rice,West Bengal,675.1,36.5,52.6,69.2,57.3,5.54,7.24,15.18
Maize,Bihar,753.2,22.1,139.3,87.0,23.2,7.41,1.08,19.05
Wheat,Uttar Pradesh,258.2,27.6,163.0,54.5,39.9,6.37,3.78,13.8
Rice,Bihar,1463.9,28.4,74.9,72.9,62.2,5.62,1.78,18.98
Wheat,Uttar Pradesh,752.1,26.9,134.2,86.0,55.0,5.79,4.12,14.52
Rice,Uttar Pradesh,1531.1,23.2,83.1,57.6,54.6,5.82,2.66,22.32
Rice,Madhya Pradesh,1203.7,42.4,88.7,32.6,48.6,6.77,0.88,17.15
Rice,Maharashtra,1443.3,28.7,152.3,61.5,14.5,6.09,6.52,22.59
Maize,Madhya Pradesh,574.0,20.3,99.7,65.7,57.0,6.85,5.38,19.72
Maize,Madhya Pradesh,323.7,20.3,167.2,83.8,45.5,5.14,9.32,16.76
Maize,Uttar Pradesh,1018.2,19.5,41.9,40.7,60.7,5.31,6.91,12.6
Rice,Maharashtra,1717.0,26.2,66.8,71.6,37.9,4.75,9.62,17.11
Rice,West Bengal,1805.9,34.3,144.4,70.5,57.8,5.13,0.51,15.76
Rice,Maharashtra,1114.4,22.4,88.1,70.0,24.4,4.91,8.94,18.27
Maize,Punjab,863.4,32.0,68.1,54.8,55.1,5.81,4.1,16.59
Maize,Uttar Pradesh,503.4,21.7,73.3,46.9,50.0,6.93,9.61,20.77
Maize,Madhya Pradesh,243.7,32.1,103.9,80.0,21.5,7.24,5.04,15.02
Maize,Bihar,635.7,19.7,115.7,69.7,53.4,6.08,7.97,20.16
Rice,West Bengal,607.3,32.9,137.4,20.9,37.2,6.72,3.31,17.48
Maize,Bihar,626.2,27.8,65.5,96.2,35.3,6.71,4.96,17.04
Rice,West Bengal,1699.0,25.6,85.7,49.3,58.0,4.73,4.62,16.89
Rice,West Bengal,1373.1,18.5,168.7,87.6,14.2,5.2,2.21,17.5
Rice,Maharashtra,1214.3,24.3,40.5,88.6,58.1,5.95,2.91,20.43
